0.0,45.6,49.1,52.7
1.0,69.2,74.0,78.9
2.0,79.6,85.7,91.8
3.0,88.1,95.4,103.0
4.0,94.5,101.9,109.8
5.0,100.7,108.4,116.7
6.0,106.6,114.7,123.3
7.0,112.2,120.8,130.2
8.0,117.5,126.7,137.1
9.0,122.8,132.6,144.1
10.0,128.2,139.1,151.2
11.0,133.8,145.8,157.6
12.0,139.5,151.7,162.6
13.0,144.7,155.9,166.0
14.0,147.9,158.3,168.1
15.0,149.3,159.5,169.2
16.0,150.3,160.0,169.8
17.0,151.0,160.2,170.1
18.0,151.6,160.6,170.4
