0.0,46.3,49.9,53.4
1.0,71.3,75.7,80.2
2.0,81.4,87.1,92.9
3.0,89.7,96.5,104.4
4.0,95.6,103.1,111.2
5.0,101.6,109.6,118.0
6.0,107.4,115.9,125.0
7.0,113.1,122.1,131.7
8.0,118.5,127.9,137.9
9.0,123.6,133.4,143.9
10.0,128.4,138.8,150.2
11.0,133.2,144.7,157.1
12.0,138.2,151.4,164.7
13.0,144.2,158.6,171.9
14.0,150.6,165.0,176.9
15.0,156.5,169.2,179.9
16.0,160.3,171.4,181.7
17.0,162.2,172.6,183.1
18.0,163.3,173.6,184.3
